timestamp,user_id,ip_address,region,device_type,product_id,event_type,login_status,response_time,anomaly_type
2025-09-04 22:12:11.948143,U166,240.232.45.200,East,Desktop,P006,click,success,0.48,normal
2025-09-07 02:55:11.948143,U176,150.77.45.129,South,Tablet,P007,purchase,success,0.2,normal
2025-09-20 18:44:11.948143,U088,247.81.83.198,East,Tablet,P010,purchase,success,0.57,normal
2025-09-22 05:55:11.948143,U073,136.12.238.214,North,Tablet,P002,login,failed,1.74,normal
2025-09-29 04:26:11.948143,U158,156.122.31.230,West,Tablet,P034,click,success,1.03,normal
2025-09-23 11:16:11.948143,U103,14.55.192.57,North,Desktop,P022,login,success,0.58,normal
2025-09-27 09:51:11.948143,U094,28.187.128.81,East,Desktop,P005,purchase,success,1.52,normal
2025-09-07 19:14:11.948143,U102,186.129.154.91,East,Tablet,P004,view,success,1.03,normal
2025-09-15 15:11:11.948143,U133,29.91.224.77,West,Desktop,P026,login,failed,0.52,normal
2025-09-06 04:02:11.948143,U111,73.14.177.107,North,Desktop,P012,view,success,0.18,normal
2025-10-03 12:00:11.948143,U111,254.179.176.228,East,Mobile,P013,login,success,0.52,normal
2025-09-15 03:21:09.948143,U002,203.0.113.1,East,Tablet,P021,login,success,1.01,ddos
2025-09-25 08:41:11.948143,U113,61.246.253.85,North,Tablet,P039,click,success,0.86,normal
2025-09-29 19:17:11.948143,U193,152.199.225.144,West,Mobile,P014,view,success,1.38,normal
2025-09-05 11:24:11.948143,U175,58.112.253.73,North,Mobile,P007,purchase,success,0.47,normal
2025-09-17 06:28:11.948143,U049,114.215.102.20,West,Desktop,P015,click,success,0.98,normal
2025-09-26 08:31:11.948143,U095,1.124.247.226,South,Desktop,P026,view,success,0.73,normal
2025-09-21 05:22:11.948143,U052,172.218.47.117,East,Desktop,P031,view,success,2.0,normal
2025-09-27 08:52:11.948143,U128,158.94.73.50,North,Tablet,P022,purchase,success,1.19,normal
2025-09-12 23:13:11.948143,U152,116.12.169.199,North,Desktop,P003,view,success,1.59,normal
2025-09-18 18:25:11.948143,U185,91.132.30.4,East,Desktop,P020,click,success,1.28,normal
2025-09-10 11:51:11.948143,U056,253.224.96.135,South,Tablet,P036,view,success,1.33,normal
2025-09-22 00:00:11.948143,U124,134.92.149.23,East,Mobile,P013,view,success,1.86,normal
2025-09-15 03:01:11.948143,U101,177.26.42.100,West,Desktop,P046,click,success,1.16,normal
2025-10-04 13:55:11.948143,U015,194.18.27.255,North,Tablet,P045,purchase,success,0.86,normal
2025-09-07 08:04:11.948143,U106,195.117.152.105,West,Tablet,P041,purchase,success,1.41,normal
2025-09-15 01:33:11.948143,U153,219.46.222.74,East,Desktop,P044,purchase,success,0.51,normal
2025-09-28 13:23:11.948143,U092,223.143.42.204,East,Tablet,P029,purchase,success,1.6,normal
2025-09-26 18:51:11.948143,U045,180.39.194.164,North,Mobile,P029,click,success,0.75,normal
2025-09-25 16:19:11.948143,U044,245.29.114.111,West,Tablet,P049,login,success,0.99,normal
2025-09-21 02:12:11.948143,U077,229.128.17.204,North,Desktop,P016,view,success,1.43,normal
2025-09-11 10:41:11.948143,U020,148.211.239.112,North,Tablet,P009,click,success,1.94,normal
2025-09-13 07:18:11.948143,U019,83.119.169.16,West,Mobile,P035,login,success,1.48,normal
2025-09-06 22:46:11.948143,U014,101.100.36.122,East,Mobile,P038,click,success,1.07,normal
2025-09-15 05:49:11.948143,U177,180.159.253.136,South,Desktop,P034,login,success,0.56,normal
2025-09-21 10:37:11.948143,U035,87.66.10.194,West,Tablet,P017,view,success,0.71,normal
2025-09-25 00:51:11.948143,U112,102.153.209.28,South,Mobile,P028,login,success,1.63,normal
2025-09-12 15:55:11.948143,U144,38.146.92.72,South,Tablet,P035,purchase,success,1.14,normal
2025-09-30 12:48:11.948143,U073,80.249.200.69,East,Desktop,P040,click,success,1.87,normal
2025-09-11 05:06:11.948143,U165,186.250.74.227,West,Tablet,P049,login,failed,0.27,normal
2025-09-12 08:01:11.948143,U082,141.133.111.168,West,Tablet,P027,view,success,0.96,normal
2025-09-30 10:10:11.948143,U195,99.149.96.160,East,Desktop,P008,login,failed,1.68,normal
2025-09-25 06:39:11.948143,U034,238.46.44.13,West,Mobile,P028,view,success,1.91,normal
2025-09-22 01:28:11.948143,U054,28.164.133.6,North,Desktop,P032,login,success,0.6,normal
2025-09-27 02:53:11.948143,U145,56.52.54.54,West,Tablet,P042,click,success,0.16,normal
2025-09-04 21:19:11.948143,U067,63.163.36.63,South,Tablet,P024,purchase,success,1.27,normal
2025-09-24 13:14:40.948143,U003,203.0.113.1,East,Desktop,P042,click,success,0.65,ddos
2025-10-04 11:29:11.948143,U023,203.162.44.243,East,Desktop,P013,view,success,1.29,normal
2025-09-26 04:10:11.948143,U163,183.139.8.176,North,Tablet,P028,click,success,1.08,normal
2025-09-09 11:21:11.948143,U140,24.129.165.234,North,Tablet,P022,login,failed,1.85,normal
2025-09-22 11:54:11.948143,U009,10.145.202.204,West,Mobile,P031,purchase,success,1.41,normal
2025-09-27 21:22:11.948143,U110,87.51.161.213,South,Tablet,P020,click,success,0.43,normal
2025-09-14 18:28:11.948143,U179,115.52.37.216,North,Desktop,P048,click,success,0.46,normal
2025-09-27 17:50:11.948143,U144,235.233.48.201,South,Mobile,P030,purchase,success,0.75,normal
2025-09-27 07:05:11.948143,U047,125.172.93.10,East,Desktop,P041,view,success,1.44,normal
2025-09-29 11:42:11.948143,U109,125.234.120.38,North,Tablet,P038,click,success,0.85,normal
2025-09-20 10:49:11.948143,U113,69.66.126.172,East,Mobile,P035,view,success,0.7,normal
2025-09-26 23:35:20.948143,U001,203.0.113.1,East,Mobile,P010,view,success,0.96,ddos
2025-09-11 08:47:11.948143,U131,212.204.121.75,North,Tablet,P026,view,success,1.77,normal
2025-09-29 03:12:11.948143,U107,199.222.63.147,North,Desktop,P025,click,success,1.28,normal
2025-09-21 02:07:11.948143,U196,229.190.46.18,South,Tablet,P008,view,success,0.66,normal
2025-09-27 13:10:11.948143,U198,133.223.59.191,West,Mobile,P003,login,success,0.75,normal
2025-09-06 12:45:11.948143,U031,155.202.54.63,East,Tablet,P040,purchase,success,1.4,normal
2025-09-08 08:34:11.948143,U099,95.223.95.109,South,Mobile,P040,click,success,0.8,normal
2025-09-29 02:56:11.948143,U063,40.15.126.228,East,Desktop,P039,login,failed,0.34,normal
2025-09-27 16:50:11.948143,U027,11.128.14.179,West,Mobile,P029,view,success,1.43,normal
2025-09-06 04:47:11.948143,U170,173.206.48.234,North,Desktop,P025,view,success,0.38,normal
2025-09-17 07:21:11.948143,U054,186.242.71.114,South,Tablet,P004,click,success,0.47,normal
2025-09-22 14:34:11.948143,U037,243.5.243.90,East,Desktop,P018,purchase,success,1.1,normal
2025-09-18 11:12:11.948143,U018,58.180.24.49,East,Desktop,P020,purchase,success,1.66,normal
2025-09-07 21:03:11.948143,U138,106.201.42.220,East,Desktop,P016,view,success,1.84,normal
2025-09-06 15:59:11.948143,U133,32.82.179.233,East,Desktop,P037,click,success,0.43,normal
2025-09-06 05:39:11.948143,U178,60.195.111.137,East,Tablet,P048,view,success,1.55,normal
2025-09-08 13:44:11.948143,U073,208.34.158.179,West,Desktop,P031,purchase,success,0.95,normal
2025-09-16 15:04:11.948143,U193,155.100.114.194,North,Mobile,P011,purchase,success,0.59,normal
2025-09-12 11:18:11.948143,U165,177.205.40.201,South,Desktop,P025,purchase,success,0.63,normal
2025-09-30 08:46:11.948143,U006,249.188.194.213,East,Tablet,P016,view,success,1.57,normal
2025-09-06 21:05:11.948143,U102,250.254.255.239,North,Mobile,P021,login,failed,1.49,normal
2025-09-10 21:32:11.948143,U139,52.33.227.125,East,Tablet,P019,click,success,0.82,normal
2025-10-03 20:09:11.948143,U188,220.29.108.41,North,Mobile,P024,click,success,0.33,normal
2025-09-22 23:11:11.948143,U093,13.201.53.200,East,Tablet,P046,view,success,1.37,normal
2025-10-03 04:17:06.948143,U010,203.0.113.1,South,Desktop,P012,view,success,1.99,ddos
2025-09-27 07:09:11.948143,U074,99.199.30.79,South,Tablet,P011,purchase,success,1.55,normal
2025-09-26 13:38:11.948143,U102,189.142.140.190,South,Tablet,P035,click,success,1.71,normal
2025-09-04 21:06:11.948143,U164,49.242.8.149,South,Tablet,P039,login,success,1.73,normal
2025-09-29 22:00:11.948143,U051,100.37.201.123,East,Tablet,P040,purchase,success,0.55,normal
2025-09-18 01:09:11.948143,U010,189.29.24.247,North,Tablet,P014,view,success,0.94,normal
2025-09-21 15:34:11.948143,U013,58.66.53.200,North,Desktop,P006,login,failed,0.31,normal
2025-09-07 07:22:11.948143,U029,105.248.119.61,North,Mobile,P007,login,success,1.23,normal
2025-09-06 08:26:11.948143,U195,83.112.89.21,East,Desktop,P025,purchase,success,0.24,normal
2025-09-14 16:12:11.948143,U021,213.241.78.72,North,Mobile,P047,login,success,0.28,normal
2025-09-23 13:30:11.948143,U030,203.42.130.216,South,Tablet,P005,purchase,success,1.53,normal
2025-10-04 03:51:11.948143,U142,76.56.128.152,East,Mobile,P010,view,success,1.27,normal
2025-09-26 17:49:11.948143,U083,127.234.29.40,South,Desktop,P014,view,success,0.41,normal
2025-09-30 22:53:11.948143,U105,134.78.236.180,North,Tablet,P022,click,success,1.52,normal
2025-09-16 01:22:11.948143,U009,88.7.134.20,South,Desktop,P045,click,success,0.33,normal
2025-09-27 14:55:11.948143,U111,105.230.229.127,South,Tablet,P014,purchase,success,1.44,normal
2025-09-04 16:21:11.948143,U064,3.38.26.124,West,Mobile,P021,purchase,success,0.85,normal
2025-09-26 06:51:11.948143,U106,123.214.144.216,South,Mobile,P013,view,success,1.68,normal
2025-09-27 01:17:11.948143,U035,203.177.211.231,South,Desktop,P002,click,success,1.09,normal
2025-09-10 16:11:11.948143,U070,205.190.162.224,West,Mobile,P031,view,success,0.86,normal
2025-09-12 21:08:11.948143,U195,174.184.197.194,East,Tablet,P042,purchase,success,1.79,normal
2025-10-02 03:35:11.948143,U182,68.224.245.18,South,Tablet,P029,purchase,success,0.58,normal
2025-09-17 00:48:11.948143,U080,109.177.229.138,North,Mobile,P040,view,success,0.28,normal
2025-09-12 21:52:11.948143,U142,183.95.97.21,South,Desktop,P021,view,success,1.5,normal
2025-10-01 20:33:11.948143,U060,62.6.40.120,North,Desktop,P031,login,failed,0.11,normal
2025-09-09 07:33:11.948143,U016,14.185.190.150,East,Mobile,P003,login,success,0.37,normal
2025-09-06 11:05:11.948143,U154,182.191.111.220,West,Desktop,P007,purchase,success,0.69,normal
2025-09-25 10:32:11.948143,U001,192.168.0.100,South,Tablet,P029,purchase,success,1.04,ip_abuse
2025-09-22 19:13:11.948143,U169,2.62.23.143,East,Desktop,P001,purchase,success,1.67,normal
2025-09-16 14:39:11.948143,U185,120.236.67.153,West,Tablet,P050,login,success,1.32,normal
2025-09-28 10:58:11.948143,U151,230.144.243.24,South,Mobile,P030,view,success,0.15,normal
2025-09-29 05:31:11.948143,U030,60.225.195.100,West,Mobile,P050,view,success,1.15,normal
2025-09-26 23:35:38.948143,U001,203.0.113.1,East,Mobile,P010,purchase,success,0.85,ddos
2025-09-05 07:52:11.948143,U145,23.212.178.210,West,Mobile,P022,view,success,1.19,normal
2025-09-05 07:38:11.948143,U090,194.27.19.196,East,Tablet,P009,purchase,success,0.18,normal
2025-09-23 13:44:11.948143,U094,156.220.14.58,West,Mobile,P026,view,success,1.79,normal
2025-10-04 04:17:11.948143,U200,75.167.32.253,West,Mobile,P018,click,success,0.95,normal
2025-10-03 04:16:21.948143,U010,203.0.113.1,South,Desktop,P012,purchase,success,0.22,ddos
2025-09-18 22:35:11.948143,U030,99.50.9.192,North,Desktop,P029,login,success,0.69,normal
2025-09-18 12:39:11.948143,U179,60.141.219.160,North,Tablet,P015,purchase,success,0.13,normal
2025-09-10 15:58:11.948143,U145,105.115.187.104,West,Tablet,P027,view,success,0.57,normal
2025-09-12 14:19:11.948143,U102,147.213.27.216,North,Tablet,P038,view,success,1.91,normal
2025-09-08 14:08:11.948143,U073,187.175.50.167,East,Desktop,P010,purchase,success,0.47,normal
2025-09-20 13:00:11.948143,U172,28.183.254.6,South,Tablet,P024,purchase,success,0.11,normal
2025-09-23 20:09:33.948143,U009,203.0.113.1,West,Tablet,P028,purchase,success,1.99,ddos
2025-09-27 18:01:11.948143,U076,128.240.239.1,West,Tablet,P011,purchase,success,1.39,normal
2025-09-26 19:40:11.948143,U104,75.88.246.210,East,Desktop,P047,view,success,1.58,normal
2025-09-17 21:27:11.948143,U023,163.232.135.31,East,Tablet,P016,purchase,success,1.7,normal
2025-10-01 19:59:11.948143,U173,78.4.25.163,North,Tablet,P034,purchase,success,1.38,normal
2025-09-27 17:52:11.948143,U053,167.49.248.122,South,Desktop,P042,purchase,success,1.84,normal
2025-09-25 22:18:11.948143,U009,145.140.159.21,North,Tablet,P044,click,success,0.16,normal
2025-09-18 23:31:11.948143,U076,176.117.73.56,East,Tablet,P026,purchase,success,1.77,normal
2025-09-13 15:59:11.948143,U099,136.234.73.132,West,Tablet,P020,login,failed,1.28,normal
2025-09-28 18:28:11.948143,U182,11.2.141.144,North,Desktop,P004,view,success,1.49,normal
2025-09-18 23:21:11.948143,U058,193.83.217.210,East,Desktop,P026,purchase,success,1.99,normal
2025-09-06 22:05:11.948143,U085,147.61.198.92,East,Tablet,P007,login,failed,1.69,normal
2025-09-11 23:57:11.948143,U101,125.74.54.84,North,Desktop,P030,view,success,1.77,normal
2025-09-09 19:56:11.948143,U025,231.198.135.217,South,Desktop,P042,view,success,0.55,normal
2025-09-22 21:28:11.948143,U045,249.138.167.102,North,Mobile,P039,login,failed,0.12,normal
2025-09-20 13:41:11.948143,U032,214.14.227.85,North,Desktop,P045,login,failed,0.39,normal
2025-09-13 10:50:11.948143,U046,60.165.194.130,West,Desktop,P001,purchase,success,1.52,normal
2025-09-21 07:23:11.948143,U023,223.173.237.52,East,Mobile,P031,view,success,1.4,normal
2025-09-05 02:26:11.948143,U123,114.4.92.148,North,Mobile,P012,purchase,success,1.78,normal
2025-09-06 07:06:11.948143,U127,74.34.40.7,South,Tablet,P029,click,success,0.84,normal
2025-09-10 02:22:11.948143,U058,102.87.168.73,South,Tablet,P006,purchase,success,0.86,normal
2025-09-15 16:43:11.948143,U050,169.144.116.38,North,Mobile,P032,click,success,0.68,normal
2025-09-28 07:35:11.948143,U117,123.91.148.107,North,Tablet,P033,click,success,0.57,normal
2025-09-27 16:01:11.948143,U084,66.15.108.171,South,Tablet,P046,purchase,success,0.29,normal
2025-09-18 00:07:11.948143,U058,197.32.56.169,South,Desktop,P032,view,success,0.52,normal
2025-09-07 17:28:11.948143,U004,21.59.94.97,East,Tablet,P017,purchase,success,1.77,normal
2025-09-08 01:11:11.948143,U017,135.55.34.55,North,Tablet,P032,view,success,1.94,normal
2025-09-14 13:41:11.948143,U091,173.118.242.237,North,Mobile,P004,view,success,0.41,normal
2025-09-23 18:44:11.948143,U004,74.184.128.8,West,Desktop,P028,purchase,success,1.2,normal
2025-09-05 02:30:11.948143,U116,216.193.151.170,West,Tablet,P046,purchase,success,0.73,normal
2025-09-12 19:29:11.948143,U060,225.82.47.230,East,Mobile,P037,view,success,0.29,normal
2025-09-08 23:46:11.948143,U014,237.125.243.224,West,Tablet,P045,view,success,1.34,normal
2025-09-12 09:43:11.948143,U190,103.219.177.46,South,Mobile,P022,login,success,0.94,normal
2025-09-08 01:45:11.948143,U185,123.19.74.1,North,Tablet,P001,purchase,success,1.74,normal
2025-10-02 08:04:11.948143,U143,5.96.216.155,East,Desktop,P038,login,success,0.31,normal
2025-09-16 00:20:11.948143,U058,12.4.51.86,East,Tablet,P046,click,success,1.45,normal
2025-09-30 15:34:11.948143,U193,31.207.173.172,East,Mobile,P049,click,success,1.58,normal
2025-09-05 10:28:11.948143,U072,92.113.12.128,West,Mobile,P029,view,success,1.27,normal
2025-09-05 06:10:11.948143,U175,28.208.161.8,South,Desktop,P025,login,success,0.77,normal
2025-09-12 09:26:11.948143,U164,88.240.189.63,South,Desktop,P003,click,success,1.65,normal
2025-09-04 22:14:11.948143,U095,201.195.39.211,West,Desktop,P013,view,success,0.39,normal
2025-09-18 14:15:11.948143,U062,63.48.157.193,East,Tablet,P004,view,success,0.97,normal
2025-09-26 17:10:11.948143,U136,83.126.121.61,South,Tablet,P048,login,success,0.74,normal
2025-09-29 16:17:11.948143,U005,173.69.80.238,North,Tablet,P011,login,failed,1.67,normal
2025-09-22 09:53:11.948143,U188,131.46.80.234,West,Mobile,P003,login,failed,0.24,normal
2025-09-14 07:51:07.948143,U008,203.0.113.1,South,Mobile,P009,view,success,1.56,ddos
2025-09-08 16:37:11.948143,U140,27.33.220.149,East,Desktop,P019,click,success,0.91,normal
2025-09-25 01:19:11.948143,U075,117.243.177.246,North,Tablet,P004,click,success,1.84,normal
2025-09-06 06:18:11.948143,U106,192.138.8.224,West,Tablet,P026,purchase,success,0.36,normal
2025-09-14 22:46:11.948143,U002,61.50.129.168,South,Tablet,P007,view,success,1.4,normal
2025-09-29 08:16:11.948143,U096,84.156.230.136,South,Mobile,P025,login,failed,1.19,normal
2025-09-05 04:21:11.948143,U144,82.137.175.150,North,Tablet,P021,login,success,1.89,normal
2025-09-27 15:11:11.948143,U094,33.132.122.4,West,Desktop,P040,purchase,success,0.8,normal
2025-09-06 21:42:11.948143,U033,12.232.129.188,West,Tablet,P007,view,success,1.26,normal
2025-09-14 06:44:11.948143,U063,239.175.199.159,East,Desktop,P011,view,success,1.14,normal
2025-09-16 05:58:11.948143,U106,57.162.97.26,North,Desktop,P024,purchase,success,0.84,normal
2025-09-09 18:49:11.948143,U081,31.124.80.202,East,Mobile,P005,click,success,1.48,normal
2025-10-04 01:55:11.948143,U132,210.55.214.31,East,Desktop,P047,purchase,success,1.2,normal
2025-09-10 22:56:11.948143,U168,72.155.40.37,West,Mobile,P006,view,success,1.09,normal
2025-10-03 14:52:11.948143,U177,57.183.145.214,East,Desktop,P036,click,success,1.05,normal
2025-09-08 21:05:11.948143,U173,1.250.147.218,South,Mobile,P036,login,success,0.22,normal
2025-09-15 10:09:11.948143,U014,206.55.55.6,East,Desktop,P032,login,failed,1.64,normal
2025-09-28 12:43:11.948143,U093,33.168.207.145,North,Mobile,P039,login,failed,2.0,normal
2025-10-04 07:18:11.948143,U109,111.97.79.90,North,Desktop,P008,purchase,success,1.43,normal
2025-09-09 20:23:11.948143,U200,184.222.51.255,South,Desktop,P026,click,success,0.67,normal
2025-09-19 19:03:11.948143,U130,59.162.43.212,South,Desktop,P033,view,success,0.43,normal
2025-09-30 20:33:11.948143,U111,245.58.150.178,North,Tablet,P001,purchase,success,1.5,normal
2025-09-18 06:08:11.948143,U078,152.170.151.6,South,Mobile,P025,purchase,success,0.38,normal
2025-09-25 14:41:11.948143,U022,192.178.238.209,South,Tablet,P034,click,success,1.81,normal
2025-09-13 17:54:11.948143,U008,171.162.235.35,South,Mobile,P013,purchase,success,0.93,normal
2025-09-08 07:40:11.948143,U014,36.228.108.140,South,Tablet,P006,view,success,1.01,normal
2025-09-21 09:09:11.948143,U131,239.187.157.20,South,Mobile,P033,login,success,1.65,normal
2025-09-12 11:26:11.948143,U034,252.201.205.113,East,Mobile,P045,click,success,1.46,normal
2025-09-29 18:36:11.948143,U013,154.243.26.252,East,Mobile,P012,click,success,1.66,normal
2025-09-15 07:59:11.948143,U169,217.102.179.210,South,Tablet,P044,login,success,1.87,normal
2025-09-15 08:58:11.948143,U093,126.203.47.176,West,Tablet,P017,view,success,0.77,normal
2025-09-25 16:22:11.948143,U054,227.44.66.221,West,Tablet,P020,login,success,1.69,normal
2025-09-06 10:35:11.948143,U142,199.248.2.105,East,Tablet,P050,click,success,1.17,normal
2025-09-30 22:49:11.948143,U129,12.200.224.137,North,Desktop,P017,purchase,success,0.35,normal
2025-09-20 04:01:11.948143,U163,212.55.5.135,West,Mobile,P043,click,success,0.52,normal
2025-09-11 04:25:11.948143,U182,74.19.45.22,West,Tablet,P022,view,success,1.74,normal
2025-09-25 17:36:11.948143,U130,237.25.1.181,East,Desktop,P025,view,success,0.89,normal
2025-09-12 00:21:11.948143,U024,169.191.230.38,West,Desktop,P045,purchase,success,0.85,normal
2025-09-05 12:48:11.948143,U089,167.152.223.198,South,Mobile,P019,login,success,1.24,normal
2025-09-13 07:26:11.948143,U134,228.26.31.155,West,Desktop,P033,login,failed,1.01,normal
2025-09-04 18:37:11.948143,U102,106.158.102.133,North,Desktop,P048,login,success,0.89,normal
2025-09-19 06:17:11.948143,U067,161.104.186.183,South,Desktop,P006,purchase,success,0.36,normal
2025-09-09 19:27:11.948143,U102,38.124.65.3,East,Desktop,P050,view,success,0.41,normal
2025-09-22 21:51:11.948143,U124,72.7.76.64,East,Tablet,P021,login,success,1.71,normal
2025-09-18 19:05:11.948143,U102,182.100.89.230,South,Mobile,P012,click,success,1.32,normal
2025-10-02 10:18:11.948143,U138,170.163.202.11,North,Mobile,P045,view,success,1.52,normal
2025-09-17 16:57:11.948143,U018,246.89.174.178,North,Tablet,P022,click,success,0.67,normal
2025-09-18 09:54:11.948143,U054,166.155.108.231,East,Tablet,P042,login,failed,1.72,normal
2025-09-25 02:18:11.948143,U181,222.106.242.231,South,Mobile,P044,login,success,1.35,normal
2025-09-07 12:00:11.948143,U004,119.23.101.230,West,Mobile,P024,login,failed,0.38,normal
2025-09-28 06:39:11.948143,U055,244.197.213.146,North,Mobile,P032,purchase,success,1.13,normal
2025-09-27 19:53:11.948143,U028,82.92.122.122,South,Tablet,P005,click,success,1.1,normal
2025-09-10 23:41:11.948143,U072,81.74.124.113,North,Desktop,P047,purchase,success,0.82,normal
2025-10-02 20:24:35.948143,U001,203.0.113.1,South,Tablet,P048,purchase,success,0.37,ddos
2025-09-29 10:33:11.948143,U173,76.5.40.241,East,Mobile,P032,login,success,0.65,normal
2025-09-12 20:14:11.948143,U095,173.143.208.84,West,Desktop,P021,login,success,1.8,normal
2025-09-22 11:40:11.948143,U083,201.110.109.118,West,Mobile,P017,view,success,0.37,normal
2025-09-13 01:18:11.948143,U129,139.17.102.255,North,Mobile,P003,login,failed,0.94,normal
2025-09-16 10:56:11.948143,U078,151.68.217.177,East,Tablet,P012,purchase,success,1.11,normal
2025-10-02 19:50:11.948143,U035,138.142.26.171,South,Tablet,P023,view,success,1.86,normal
2025-10-03 10:54:11.948143,U046,216.205.14.9,West,Tablet,P031,view,success,1.46,normal
2025-09-30 09:48:11.948143,U043,214.66.151.203,West,Tablet,P040,click,success,1.68,normal
2025-09-18 03:40:11.948143,U196,66.49.210.178,East,Mobile,P042,click,success,1.57,normal
